link,area,quartos,vagas,banheiros,local,valor
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-4-dormitorios-para-alugar-159-m-por-r-5-111-62-mes-city-ribeirao-ribeirao-1336779728,159 metros quadrados,4 quartos,4 vagas de garagem,4 banheiros,R$ 4.900,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-156-m-por-r-2-338-00-mes-jardim-mosteiro-ribeira-1336779730,156 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.200,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-2-dormitorios-para-alugar-107-m-por-r-2-559-mes-vila-monte-alegre-ribeirao-1336779720,107 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 2.500,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-28117-m-por-r-5-298-38-mes-ribeirania-ribeirao-p-1336779721,28117 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 5.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-327-m-venda-por-r-2-000-000-00-ou-aluguel-por-r-9-354-00-mes-1336779723,327 metros quadrados,3 quartos,4 vagas de garagem,4 banheiros,R$ 9.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-80-m-por-r-1-680-00-mes-vila-virginia-ribeirao-p-1336779713,80 metros quadrados,3 quartos,2 vagas de garagem,,R$ 1.600,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-240-m-por-r-4-900-mes-jardim-palma-travassos-rib-1336779700,240 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 4.900,Ribeirão Preto -  SP
https://ap.olx.com.br/amapa/imoveis/casa-no-condominio-villa-tropical-1333356443,350 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.500,Macapá -  AP
https://rn.olx.com.br/rio-grande-do-norte/imoveis/casa-mobiliada-em-lagoa-nova-1303952368,60 metros quadrados,2 quartos,,2 banheiros,R$ 1.000,Natal -  RN
https://rr.olx.com.br/roraima/imoveis/locacao-casa-semi-mobiliada-no-cidade-satelite-2-quartos-sendo-1-suite-piscina-1334129229,140 metros quadrados,2 quartos,2 vagas de garagem,3 banheiros,R$ 3.200,Boa Vista -  RR
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartmento-em-nova-cidade-1-quarto-e-garagem-1336603110,,,1 vaga de garagem,,R$ 950,Nilópolis -  RJ
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/exclusividade-casa-em-condominio-com-3-dormitorios-102-m-venda-por-r-650-000-ou-alu-1336779676,102 metros quadrados,3 quartos,3 vagas de garagem,3 banheiros,R$ 3.900,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-266-m-por-r-4-078-67-mes-condominio-itamaraty-ri-1336779681,266 metros quadrados,3 quartos,2 vagas de garagem,,R$ 3.800,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-2-dormitorios-para-alugar-157-m-por-r-1-145-00-mes-quintino-facci-i-ribeir-1336779683,157 metros quadrados,2 quartos,3 vagas de garagem,2 banheiros,R$ 1.050,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-2-dormitorios-para-alugar-150-m-por-r-1-135-00-mes-jardim-diva-tarla-de-carv-1336779665,150 metros quadrados,2 quartos,3 vagas de garagem,,R$ 1.100,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-125-m-por-r-1-891-00-mes-planalto-verde-ribeirao-1336779662,125 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 1.850,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-145-m-venda-por-r-350-000-00-ou-aluguel-por-r-1-557-00-mes-1336779663,145 metros quadrados,3 quartos,3 vagas de garagem,2 banheiros,R$ 1.500,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-reformada-com-3-dormitorios-para-alugar-230-m-por-r-2-310-mes-campos-eliseos-r-1336779664,230 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 2.600,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-2-dormitorios-88-m-venda-por-r-275-000-00-ou-aluguel-por-r-1-472-00-mes-r-1336779642,88 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.400,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-2-dormitorios-para-alugar-142-m-por-r-1-179-19-mes-jardim-maria-casagrande-l-1336779643,142 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.100,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-140-m-por-r-1-893-02-mes-campos-eliseos-ribeirao-1336779648,140 metros quadrados,3 quartos,3 vagas de garagem,2 banheiros,R$ 1.800,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-99-m-por-r-1-556-15-mes-valentina-figueiredo-rib-1336779649,99 metros quadrados,3 quartos,3 vagas de garagem,,R$ 1.510,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-175-m-venda-por-r-600-000-00-ou-aluguel-por-r-3-923-68-mes-1336779654,175 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 3.800,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-166-m-por-r-4-665-99-mes-jardim-california-ribei-1336779635,166 metros quadrados,3 quartos,4 vagas de garagem,,R$ 4.500,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-250-m-por-r-4-303-00-mes-city-ribeirao-ribeirao-1336779630,250 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.500,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-116-m-venda-por-r-300-000-00-ou-aluguel-por-r-1-800-00-mes-1336779632,116 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 1.800,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-109-m-venda-por-r-500-000-00-ou-aluguel-por-r-3-241-15-mes-1336779633,109 metros quadrados,3 quartos,5 ou mais vagas de garagem,,R$ 3.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-70-m-por-r-1-553-00-mes-jardim-interlagos-ribeir-1336779620,70 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 1.500,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-4-dormitorios-para-alugar-304-m-por-r-15-350-00-mes-jardim-canada-ribeirao-1336779625,304 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 15.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-2-dormitorios-para-alugar-172-m-por-r-2-503-05-mes-residencial-e-comercial-p-1336779610,172 metros quadrados,2 quartos,3 vagas de garagem,,R$ 2.350,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-piscina-churrasqueira-e-edicula-3-dormitorios-191-m-venda-por-r-650-000-ou-1336779598,191 metros quadrados,3 quartos,5 ou mais vagas de garagem,3 banheiros,R$ 6.500,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-terrea-com-piscina-e-churrasqueira-3-dormitorios-300-m-venda-por-r-690-000-ou-1336779599,300 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 4.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-4-dormitorios-para-alugar-302-m-por-r-4-214-00-mes-alto-da-boa-vista-ribei-1336779549,302 metros quadrados,4 quartos,3 vagas de garagem,,R$ 4.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-alto-padrao-com-3-dormitorios-para-alugar-por-r-5-000-mes-alto-da-boa-vista-ribe-1336779530,11 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 5.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-2-dormitorios-para-alugar-240-m-por-r-2-220-00-mes-sumarezinho-ribeirao-pr-1336779540,240 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 2.100,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-300-m-por-r-3-338-00-mes-jardim-macedo-ribeirao-1336779504,300 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 3.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-para-alugar-80-m-por-r-2-712-30-mes-jardim-zara-ribeirao-pre-1336779517,80 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.100,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-edicula-3-dormitorios-para-alugar-178-m-por-r-4-336-mes-recreio-das-acacia-1336779521,178 metros quadrados,2 quartos,5 ou mais vagas de garagem,3 banheiros,R$ 4.200,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-condominio-com-3-dormitorios-para-alugar-160-m-por-r-4-796-mes-recreio-das-ac-1336779523,160 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 3.500,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-sobrado-alto-padrao-com-4-dormitorios-270-m-venda-por-r-1-100-000-ou-aluguel-por-1336779487,270 metros quadrados,4 quartos,3 vagas de garagem,5 ou mais banheiros,R$ 5.200,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-alto-padrao-com-6-dormitorios-790-m-venda-por-r-3-120-000-ou-aluguel-por-r-12-8-1336779481,790 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 12.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/sobrado-com-4-dormitorios-para-alugar-255-m-por-r-6-343-00-mes-alto-da-boa-vista-ri-1336779458,255 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 6.000,Ribeirão Preto -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-2-dormitorios-140-m-venda-por-r-630-000-00-ou-aluguel-por-r-4-080-00-mes-1336779445,140 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 4.000,Ribeirão Preto -  SP
https://rn.olx.com.br/rio-grande-do-norte/imoveis/alugo-casa-costa-e-silva-1336779377,100 metros quadrados,3 quartos,1 vaga de garagem,,R$ 1.150,Mossoró -  RN
https://ma.olx.com.br/regiao-de-sao-luis/imoveis/casa-para-aluguel-e-venda-no-vinhais-sao-luis-ma-1336779374,200 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 4.500,São Luís -  MA
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/locacao-com-4-suites-villa-solaia-alphaville-barueri-sp-1336779349,620 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 35.000,Barueri -  SP
https://ba.olx.com.br/grande-salvador/imoveis/alugo-casa-no-nova-vitoria-com-dois-quartos-camacari-ba-1336779309,90 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.100,Camaçari -  BA
https://pr.olx.com.br/regiao-de-maringa/imoveis/sobrado-para-aluguel-com-4-quartos-em-maringa-pr-1336778061,450 metros quadrados,4 quartos,3 vagas de garagem,4 banheiros,R$ 8.000,Maringá -  PR
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/ca0122-lindissima-casa-duplex-com-2-quartos-em-cond-fechado-no-pechinchajpa-875944329,,2 quartos,1 vaga de garagem,2 banheiros,R$ 390.000,Rio de Janeiro -  RJ
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/otima-casa-para-locacao-no-bairro-cardoso-1336777426,120 metros quadrados,3 quartos,,2 banheiros,R$ 1.500,Belo Horizonte -  MG
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/otimo-barracao-no-brasil-industrial-1336777421,40 metros quadrados,2 quartos,,,R$ 900,Belo Horizonte -  MG
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-para-locacao-weekend-club-da-barra-151m2-barra-da-tijuca-rio-de-janeiro-rj-1336777404,151 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,R$ 4.900,Rio de Janeiro -  RJ
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/sobrado-194m--condominio-village-green-park-1336776963,194 metros quadrados,4 quartos,2 vagas de garagem,5 ou mais banheiros,R$ 4.500,Goiânia -  GO
https://rr.olx.com.br/roraima/imoveis/alugo-casa-no-bairro-mecejana-otima-localizacao-1336776943,300 metros quadrados,2 quartos,4 vagas de garagem,2 banheiros,R$ 3.000,Boa Vista -  RR
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/alugo-casa-com-area-de-lazer-no-granville-goiania-1336776910,420 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 12.000,Goiânia -  GO
https://se.olx.com.br/sergipe/imoveis/alugo-casa-no-bairro-industrial-1336776892,,3 quartos,,,R$ 1.000,Aracaju -  SE
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-condominio-fechado-vargem-pequena-1316084696,220 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,R$ 6.000,Rio de Janeiro -  RJ
https://ms.olx.com.br/mato-grosso-do-sul/imoveis/casa-para-locacao-1322306887,84000 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.500,Campo Grande -  MS
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-tipo-casa-em-otima-localizacao-no-jacare-1334136798,65 metros quadrados,2 quartos,,,R$ 1.400,Rio de Janeiro -  RJ
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/locacao-casas-de-1-quarto-proximas-ao-trevo-de-piratininga-primeira-locacao-1334434952,,,5 ou mais vagas de garagem,,R$ 1.500,Niterói -  RJ
https://ba.olx.com.br/regiao-de-juazeiro-e-jacobina/imoveis/oportunidade-p-empresa-casa-mobiliada-p-aluguel-ideal-para-empresa-1332396278,148 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 2.500,Juazeiro -  BA
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/conjunto-integracao-1336776080,45 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.200,São José dos Campos -  SP
https://rn.olx.com.br/rio-grande-do-norte/imoveis/casa-beira-mar-praia-de-buzios-1336776030,960 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,5 ou mais banheiros,,Nísia Floresta -  RN
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/casa-para-alugar-1336775863,,2 quartos,1 vaga de garagem,,R$ 850,Fortaleza -  CE
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/casa-com-2-dormitorios-para-alugar-por-r-1-400-mes-1336775712,59 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 1.400,Fortaleza -  CE
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-moveis-planejados-1336775650,70 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 2.000,Cotia -  SP
https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-ponto-comercial-1336775620,,5 ou mais quartos,1 vaga de garagem,5 ou mais banheiros,R$ 8.000,Petrolina -  PE
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/paciencia-casa-3-quartos-1336775622,120 metros quadrados,3 quartos,1 vaga de garagem,,R$ 1.100,Rio de Janeiro -  RJ
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/imovel-para-aluguel-com-95-metros-quadrados-com-3-quartos-1336775592,95 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 1.600,São José dos Campos -  SP
https://pe.olx.com.br/grande-recife/imoveis/alugo-excelente-imovel-em-condominio-com-4-quartos-sendo-2-sites-1336775509,400 metros quadrados,4 quartos,2 vagas de garagem,3 banheiros,,Camaragibe -  PE
https://ba.olx.com.br/grande-salvador/imoveis/casa-alugo-promocao-fds-03-quartos-emissario-de-arembepe-1172463766,,3 quartos,2 vagas de garagem,3 banheiros,R$ 220,Camaçari -  BA
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/aluga-edcula-1336775424,40 metros quadrados,,,,R$ 800,São José dos Campos -  SP
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/aluguel-ponte-alta-1336775345,320 metros quadrados,3 quartos,4 vagas de garagem,4 banheiros,R$ 4.500,Brasília -  DF
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/casa-na-praca-do-monte-castelo-03-quartos-124m2-o2-banheiros-03-vagas-1336775241,124 metros quadrados,3 quartos,3 vagas de garagem,2 banheiros,R$ 2.500,Fortaleza -  CE
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-disponivel-para-locacao-no-bairro-passo-manso-em-blumenau-sc-1336775049,196 metros quadrados,4 quartos,2 vagas de garagem,2 banheiros,R$ 2.850,Blumenau -  SC
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/campo-grande-casa-2-quartos-1336774987,84 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.600,Rio de Janeiro -  RJ
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/casa-villa-branca-3-quartos-sendo-1-suite-1336774892,130 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.190,Jacareí -  SP
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-disponivel-para-locacao-no-bairro-fortaleza-em-blumenau-sc-1336774641,65 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 2.000,Blumenau -  SC
https://rr.olx.com.br/roraima/imoveis/alugar-se-casa-1336774476,1000 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 1.700,Boa Vista -  RR
https://ba.olx.com.br/grande-salvador/imoveis/alugo-casa-em-camacari-ba-1336774473,,,,,R$ 400,Camaçari -  BA
https://mt.olx.com.br/regiao-de-cuiaba/imoveis/764-aluguel-casa-residencial-comercial-com-piscina-no-cpa-2-1336774252,200 metros quadrados,3 quartos,3 vagas de garagem,3 banheiros,R$ 3.500,Cuiabá -  MT
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-residencial-para-aluguel-3-quartos-4-vagas-tifa-martins-jaragua-do-sul-sc-1336773905,166 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 3.900,Jaraguá do Sul -  SC
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-residencial-para-aluguel-2-quartos-2-suites-2-vagas-tres-rios-do-norte-jaragua-1336773846,108 metros quadrados,2 quartos,2 vagas de garagem,3 banheiros,R$ 2.800,Jaraguá do Sul -  SC
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-locacao-regiao-central-aracoiaba-da-serra-1336772613,80 metros quadrados,,1 vaga de garagem,,R$ 1.300,Araçoiaba da Serra -  SP
https://pr.olx.com.br/regiao-de-maringa/imoveis/sem-fiador-casa-salao-amplo-jd-batel-1336772561,,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.590,Maringá -  PR
https://ba.olx.com.br/grande-salvador/imoveis/lindo-village-3-4-com-suite-recem-construido-poucas-unidades-disponiveis-ipitanga-1336772290,110 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 2.800,Lauro de Freitas -  BA
https://ba.olx.com.br/grande-salvador/imoveis/aluga-se-uma-casa-1336771972,,2 quartos,,2 banheiros,R$ 550,Salvador -  BA
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-enorme-no-porcelanato-1336771571,,5 ou mais quartos,1 vaga de garagem,4 banheiros,R$ 2.800,Cidade Ocidental -  DF
https://sp.olx.com.br/grande-campinas/imoveis/casa-para-venda-e-locacao-com-6-quartos-no-observatorio-vinhedo-1336771237,1350 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,3 banheiros,R$ 40.000,Vinhedo -  SP
https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/casa-de-madeira-com-revestimentos-ha-1-km-do-palladium-1336771067,50 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.850,Curitiba -  PR
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-centro-de-sao-joao-de-meriti-1336770822,40 metros quadrados,,,,R$ 600,São João de Meriti -  RJ
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-terra-nova-1336770564,47 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.700,Palhoça -  SC
https://sp.olx.com.br/grande-campinas/imoveis/casa-a-venda-e-para-locacao-em-campinas-jardim-conceicao-sousas-com-3-quartos-com-223-1336770265,223 metros quadrados,3 quartos,,5 ou mais banheiros,R$ 5.500,Campinas -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-a-venda-e-para-locacao-em-indaiatuba-jardim-indaiatuba-golf-com-5-suites-com-492-m-1336770240,492 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 23.000,Indaiatuba -  SP
https://sp.olx.com.br/baixada-santista-e-litoral-sul/imoveis/lindo-sobrado-1336769921,,3 quartos,2 vagas de garagem,2 banheiros,,Cubatão -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-venda-e-locacao-com-3-quartos-no-terras-de-santa-teresa-itupeva-1336769690,330 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 8.900,Itupeva -  SP
https://ma.olx.com.br/regiao-de-sao-luis/imoveis/casa-no-cohatrac-1-quarto-bem-localizada-segura-1336138364,,,1 vaga de garagem,,R$ 850,São Luís -  MA
https://ms.olx.com.br/mato-grosso-do-sul/imoveis/terrea-para-aluguel-possui-256-metros-quadrados-com-3-quartos-1336769582,256 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 2.700,Campo Grande -  MS
https://sp.olx.com.br/grande-campinas/imoveis/sobrado-a-venda-e-para-locacao-em-vinhedo-sao-joaquim-com-5-quartos-com-461-m-1336769542,461 metros quadrados,5 ou mais quartos,2 vagas de garagem,2 banheiros,R$ 15.000,Vinhedo -  SP
https://sp.olx.com.br/grande-campinas/imoveis/imovel-em-otima-localizacao-para-venda-ou-locacao-na-cidade-de-campinas-sp-1336769502,450 metros quadrados,4 quartos,5 ou mais vagas de garagem,4 banheiros,,Campinas -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-para-venda-e-locacao-com-5-suites-no-condominio-estancia-marambaia-vinhedo-1336769496,680 metros quadrados,5 ou mais quartos,4 vagas de garagem,,R$ 12.990,Vinhedo -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-a-venda-e-para-locacao-em-valinhos-vila-anhang-era-com-5-quartos-com-405-m-1336769490,405 metros quadrados,5 ou mais quartos,,2 banheiros,R$ 5.900,Valinhos -  SP
https://pe.olx.com.br/grande-recife/imoveis/casa-para-alugar-para-comercio-1336769481,,3 quartos,2 vagas de garagem,2 banheiros,,Jaboatão dos Guararapes -  PE
https://sp.olx.com.br/grande-campinas/imoveis/casa-a-venda-com-3-quartos-no-jardim-sao-bento-do-recreio-valinhos-1336769322,167 metros quadrados,3 quartos,5 ou mais vagas de garagem,2 banheiros,R$ 6.500,Valinhos -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-a-venda-e-para-locacao-em-vinhedo-pinheirinho-com-4-suites-com-566-9-m-alpes-de-1336769264,566 metros quadrados,4 quartos,5 ou mais vagas de garagem,4 banheiros,R$ 23.000,Vinhedo -  SP
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-casa-com-piscina-canil-forno-e-fogao-a-lenha-finamente-decorada-e-mobiliada-1335062867,218 metros quadrados,3 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 12.980,Florianópolis -  SC
https://sp.olx.com.br/grande-campinas/imoveis/casa-a-venda-e-para-locacao-em-campinas-parque-jambeiro-com-3-quartos-com-140-m-1336769004,140 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 3.500,Campinas -  SP
https://rj.olx.com.br/norte-do-estado-do-rio/imoveis/temporada-pe-na-areia-em-arraial-do-cabo-1117183531,200 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,,Arraial do Cabo -  RJ
https://pb.olx.com.br/paraiba/imoveis/casa-praia-de-tabatiga-2-litoral-sul-da-paraiba-1323081928,450 metros quadrados,2 quartos,5 ou mais vagas de garagem,3 banheiros,R$ 1,Conde -  PB
https://rj.olx.com.br/norte-do-estado-do-rio/imoveis/casa-1324662994,,4 quartos,3 vagas de garagem,5 ou mais banheiros,R$ 13.500,Macaé -  RJ
https://se.olx.com.br/sergipe/imoveis/alugo-casa-no-condominio-jardim-residencial-1310238775,80 metros quadrados,2 quartos,1 vaga de garagem,,R$ 800,Aracaju -  SE
https://sp.olx.com.br/grande-campinas/imoveis/sobrado-a-venda-e-para-locacao-em-indaiatuba-aqui-se-vive-com-5-quartos-com-368-62-m-1336768930,368 metros quadrados,5 ou mais quartos,3 vagas de garagem,3 banheiros,R$ 8.000,Indaiatuba -  SP
https://ba.olx.com.br/grande-salvador/imoveis/linda-casa-de-4-4-com-suite-100-no-porcelanato-em-rua-tranquila-em-coqueiros-de-arembepe-1336768695,140 metros quadrados,4 quartos,3 vagas de garagem,3 banheiros,R$ 1.300,Camaçari -  BA
https://sp.olx.com.br/grande-campinas/imoveis/casa-a-venda-e-para-locacao-com-3-suites-no-sao-joaquim-vinhedo-1336768511,145 metros quadrados,3 quartos,2 vagas de garagem,5 ou mais banheiros,R$ 7.300,Vinhedo -  SP
https://pa.olx.com.br/regiao-de-belem/imoveis/aluguel-casa-carmelandia-1336768387,,,,,R$ 600,Belém -  PA
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/alugo-casas-no-p-norte-qnp-23-particular-otima-localizacao-1336768381,,3 quartos,2 vagas de garagem,2 banheiros,R$ 1.650,Brasília -  DF
https://rn.olx.com.br/rio-grande-do-norte/imoveis/casa-para-alugar-1336768225,,,,,R$ 300,Natal -  RN
https://pa.olx.com.br/regiao-de-belem/imoveis/casa-3-quartos-cidade-nova-6-we-62-proximo-de-tudo-1336767858,,3 quartos,2 vagas de garagem,2 banheiros,R$ 1.750,Ananindeua -  PA
